1404.1100,0,2017-01-18 16:53:52
1701.04383,0,2017-01-18 16:54:35
1701.04383,0,2017-01-18 16:54:37
1701.04383,0,2017-01-18 16:54:37
1701.04383,0,2017-01-18 16:54:38
1701.04383,0,2017-01-18 16:54:40
1701.04383,0,2017-01-18 16:54:40
1701.04383,0,2017-01-18 16:54:40
1701.04383,0,2017-01-18 16:54:42
1701.04782,0,2017-01-18 16:59:17
1404.1100,0,2017-01-18 16:59:40
1506.01351,0,2017-01-18 16:59:45
1404.1100,0,2017-01-18 17:06:40
1404.1100,0,2017-01-18 17:07:21
1701.04082,0,2017-01-18 17:08:09
1701.04775,0,2017-01-18 17:09:16
1412.1897,4,2017-01-18 17:10:30
1404.1100,0,2017-01-18 17:11:40
1509.00189,0,2017-01-18 17:14:01
1509.08627,0,2017-01-18 17:14:46
1404.1100,0,2017-01-18 17:18:36
1701.04730,0,2017-01-18 17:20:00
1404.1100,0,2017-01-18 17:21:34
1701.04565,0,2017-01-18 17:21:35
1701.03792,0,2017-01-18 17:23:12
1404.1100,0,2017-01-18 17:27:09
1701.04440,0,2017-01-18 17:27:15
1406.2661,0,2017-01-18 17:29:08
1701.04782,0,2017-01-18 17:32:01
1701.04595,0,2017-01-18 17:33:15
1606.01299,0,2017-01-18 17:34:16
1609.03945,0,2017-01-18 17:43:15
1701.03475,0,2017-01-18 17:46:52
1612.05645,0,2017-01-18 17:48:17
1701.04452,0,2017-01-18 17:49:16
1701.04554,0,2017-01-18 17:52:17
1404.1100,0,2017-01-18 17:55:35
1405.5855,0,2017-01-18 17:56:18
1701.04583,1,2017-01-18 18:00:13
1701.04582,1,2017-01-18 18:00:15
1701.04581,1,2017-01-18 18:00:16
1701.04039,0,2017-01-18 18:06:12
1701.02284,1,2017-01-18 18:06:59
1701.04092,0,2017-01-18 18:08:24
1701.04485,0,2017-01-18 18:12:10
1404.1100,0,2017-01-18 18:14:25
1701.04781,0,2017-01-18 18:17:25
1701.04485,0,2017-01-18 18:17:31
1701.04485,0,2017-01-18 18:17:31
1609.08083,0,2017-01-18 18:19:02
1609.08083,0,2017-01-18 18:19:21
1701.03475,0,2017-01-18 18:23:05
1404.1100,0,2017-01-18 18:26:00
1701.03868,0,2017-01-18 18:29:24
1612.08242,0,2017-01-18 18:32:05
1701.04039,0,2017-01-18 18:33:20
1701.01186,0,2017-01-18 18:35:06
1404.1100,0,2017-01-18 18:36:02
1701.00994,1,2017-01-18 18:42:23
1701.04782,0,2017-01-18 18:43:05
